ATTR1;DUREE;COMPETENCE
EPRBEW;0200;ERS
EPRBIH;0300;ERS
EPRBIN;0300;ERS
EPRBIO;0200;ERS
EPRBIV;0400;ERS
EPRBNH;0300;ERS
EPRBOH;0200;ERS
EPRBTI;0300;ERS
EPRBVH;0400;ERS
EPRBVN;0300;ERS
EPRC2E;0200;ERS
EPRCEC;0300;ERS
EPRCEF;0300;ERS
EPRCN2;0300;ERS
EPRD2A;0500;ERS
EPRDIA;0700;ERS
EPRDIS;0030;ERS
EPRDMY;0700;ERS
EPRDOP;0130;ERS
EPRDSY;0700;ERS
EPRDXS;0700;ERS
EPRETC;0300;ERS
EPRETF;0700;ERS
EPREVP;0300;ERS
EPRFTH;0200;ERS
EPRGIG;0300;ERS
EPRICT;0800;ERS
EPRIEC;0300;ERS
EPRIEF;0300;ERS
EPRIL1;0400;ERS
EPRIL2;0800;ERS
EPRINO;0400;ERS
EPRINV;0400;ERS
EPRIPV;0400;ERS
EPRLAB;0300;ERS
EPRLL2;0330;ERS
EPRLLA;0330;ERS
EPRLLI;0600;ERS
EPRLPR;0300;ERS
EPRLPT;0200;ERS
EPRMET;0700;ERS
EPRMHD;0300;ERS
EPRMIL;0030;ERS
EPRMIV;0200;ERS
EPRMLA;0800;ERS
EPRMUS;0700;ERS
EPRNUB;0200;ERS
EPRNUP;0400;ERS
EPROPE;0200;ERS
EPROPH;0400;ERS
EPROPM;0400;ERS
EPROPO;0400;ERS
EPROPV;0100;ERS
EPROVP;0300;ERS
EPRPER;0400;ERS
EPRPSA;0700;ERS
EPRPSW;0700;ERS
EPRRCP;0100;ERS
EPRREA;0330;ERS
EPRRHN;0400;ERS
EPRSLE;0200;ERS
EPRSOU;0200;ERS
EPRTAS;0400;ERS
EPRTFI;0400;ERS
EPRTFM;0400;ERS
EPRVEC;0300;ERS
EPRVEF;0300;ERS
ESCDSL;0200;GPBL
ESCFTH;0200;GPBL
ESCNNU;0200;GPBL
ESCVSL;0130;GPBL
ESHFTH;0400;ERS
ETLACO;0230;GPBL
ETLAQD;0230;GPBL
ETLCDA;0230;GPBL
ETLCDS;0230;GPBL
ETLCNS;0230;GPBL
ETLCTA;0230;GPBL
ETLCTS;0230;GPBL
ETLEAC;0230;GPBL
ETLFOA;0230;GPBL
ETLFOS;0230;GPBL
ETLGCI;0230;GPBL
ETLPOT;0230;GPBL
ETLPSU;0230;GPBL
ETLVCA;0230;GPBL
ETLVGC;0230;GPBL
ETOAQD;0730;GPBL
ETOCDA;0730;GPBL
ETOCDS;0730;GPBL
ETOCNS;0730;GPBL
ETOCTA;0730;GPBL
ETOCTS;0730;GPBL
ETOEAC;0730;GPBL
ETOFOA;0730;GPBL
ETOFOS;0730;GPBL
ETOGCI;0730;GPBL
ETOPOT;0730;GPBL
ETOPSU;0730;GPBL
ETOVCA;0730;GPBL
ETOVGC;0730;GPBL
ETUA11;0030;GPBL
ETUA21;0030;GPBL
ETUCE1;0030;GPBL
ETUCN1;0030;GPBL
ETUCO1;0030;GPBL
ETUCT1;0030;GPBL
ETUCW1;0030;GPBL
ETUDE1;0030;GPBL
ETUDG1;0030;GPBL
ETUDSL;0400;GPBL
ETUDT1;0030;GPBL
ETUDT2;0030;GPBL
ETUDT3;0030;GPBL
ETUDT4;0030;GPBL
ETUDW1;0030;GPBL
ETUDW2;0030;GPBL
ETUEL1;0030;GPBL
ETUEM1;0030;GPBL
ETUEP1;0030;GPBL
ETUER1;0030;GPBL
ETUES1;0030;GPBL
ETUES2;0030;GPBL
ETUES3;0030;GPBL
ETUEZ1;0030;GPBL
ETUFP1;0030;GPBL
ETUFTH;0400;GPBL
ETUGC1;0030;GPBL
ETUGC2;0030;GPBL
ETUGC3;0030;GPBL
ETUHS1;0030;GPBL
ETUML1;0030;GPBL
ETUNE1;0030;GPBL
ETUNP1;0030;GPBL
ETUNP2;0030;GPBL
ETUNP3;0030;GPBL
ETUNW1;0030;GPBL
ETUPR1;0030;GPBL
ETUPR2;0030;GPBL
ETURC1;0030;GPBL
ETURC2;0030;GPBL
ETURU1;0030;GPBL
ETURU2;0030;GPBL
ETURV1;0030;GPBL
ETURW1;0030;GPBL
ETUVSL;0400;GPBL
ETUZS1;0030;GPBL
ETUZS2;0030;GPBL
EXBDSL;0200;GPBL
EXCANU;0200;GPBL
EXCDEG;0200;GPBL
EXCDGO;0200;GPBL
EXCDGT;0200;GPBL
EXCDSL;0200;GPBL
EXCFTH;0400;GPBL
EXCVNU;0200;GPBL
EXCVSL;0200;GPBL
EXLACT;0030;ERS
EXLATM;0100;ERS
EXLAXE;0100;ERS
EXLCLI;0100;ERS
EXLDSL;0100;ERS
EXLE10;0100;ERS
EXLECA;0400;ERS
EXLECU;0100;ERS
EXLEET;0400;ERS
EXLFHZ;0130;ERS
EXLMOB;0100;ERS
EXLMOH;0100;ERS
EXLMT2;0100;ERS
EXLNRJ;0100;ERS
EXLOLT;0200;ERS
EXLPAV;0100;ERS
EXLPCO;0100;ERS
EXLRAD;0130;ERS
EXLRHN;0200;ERS
EXLRTN;0130;ERS
EXLSAT;0130;ERS
EXLSCI;0100;ERS
EXLSDH;0130;ERS
EXLSSM;0130;ERS
EXLURA;0100;ERS
EXLVID;0130;ERS
EXLVSL;0100;ERS
EXPACO;0400;GPBL
EXPAQD;0100;GPBL
EXPCDA;0500;GPBL
EXPCDS;0400;GPBL
EXPCNA;0600;GPBL
EXPCNS;0500;GPBL
EXPCTA;0500;GPBL
EXPCTS;0500;GPBL
EXPCUD;0400;GPBL
EXPCUN;0400;GPBL
EXPCUT;0400;GPBL
EXPDSL;0300;GPBL
EXPEAC;0400;GPBL
EXPFOA;0400;GPBL
EXPFOP;0400;GPBL
EXPFOS;0400;GPBL
EXPFTH;0200;GPBL
EXPGCI;0400;GPBL
EXPIPM;0300;ERS
EXPIPS;0300;ERS
EXPIPV;0300;GPBL
EXPIPW;0300;ERS
EXPLLS;0300;ERS
EXPNUB;0300;GPBL
EXPNUP;0300;ERS
EXPPB1;0200;ERS
EXPPBX;0200;ERS
EXPPOT;0030;GPBL
EXPPSU;0200;GPBL
EXPPUB;0030;GPBL
EXPSIP;0300;ERS
EXPTEL;0300;GPBL
EXPTSL;0300;ERS
EXPVSL;0300;ERS
EXPVTD;0400;GPBL
EXPVTI;0400;GPBL
EXPVTT;0400;GPBL
F03DGO;0100;GPBL
F03FTH;0100;GPBL
F10DGO;0200;GPBL
F10FTH;0330;GPBL
F11FTH;0400;ERS
F11OFP;0400;ERS
F12FTH;0400;ERS
FOLDSL;0330;ERS
FOLLAN;0400;ERS
FOLPBX;0400;ERS
FSUFTH;0300;GPBL
FTEFTH;0600;ERS
ICCFTH;0130;GPBL
ICLFTH;0300;GPBL
ICPFTH;0330;GPBL
IDVANU;0100;GPBL
IDVDEG;0100;GPBL
IDVDGT;0100;GPBL
IDVDSL;0200;GPBL
IDVDTP;0100;GPBL
IDVFTH;0200;GPBL
IDVIPM;0200;ERS
IDVIPS;0200;ERS
IDVIPV;0200;ERS
IDVIPW;0200;ERS
IDVLLS;0200;ERS
IDVNNU;0100;GPBL
IDVNUB;0200;ERS
IDVNUP;0200;ERS
IDVPB1;0200;ERS
IDVPBX;0200;ERS
IDVPIT;0200;ERS
IDVPUB;0100;GPBL
IDVRLE;0200;ERS
IDVSIP;0200;ERS
IDVTEL;0100;GPBL
IDVTSL;0200;ERS
IDVVGA;0100;GPBL
IDVVNN;0200;GPBL
IDVVSL;0200;ERS
IMCDSL;0100;GPBL
IMCFTH;0200;GPBL
IMCIPM;0100;GPBL
IMCNUB;0100;GPBL
IMCORA;0130;GPBL
IMCVID;0200;GPBL
IMLDEM;0300;GPBL
IMLDSL;0300;ERS
IMLFTH;0330;GPBL
IMLHDG;0300;ERS
IMLIPM;0300;ERS
IMLIPS;0300;ERS
IMLNUB;0400;ERS
IMLPB5;0200;ERS
IMLPBX;0400;ERS
IMLTSL;0400;ERS
IMSFTH;0400;ERS
IPCFTH;0200;GPBL
IPLFTH;0400;GPBL
IPPFTH;0400;GPBL
IPRAAS;0730;ERS
IPRASC;0730;ERS
IPRBEC;0300;ERS
IPRBIC;0330;ERS
IPRBTC;0330;ERS
IPRBTO;0730;ERS
IPRBTP;0330;ERS
IPRBTU;0330;ERS
IPRBUH;0330;ERS
IPRCAM;0330;ERS
IPRCEC;0300;ERS
IPRCEF;0400;ERS
IPRECO;0730;ERS
IPREDI;0730;ERS
IPRETE;0330;ERS
IPRFTH;0400;ERS
IPRGPJ;0330;ERS
IPRHAD;0730;ERS
IPRHSW;0330;ERS
IPRLAN;0730;ERS
IPRLIN;0330;ERS
IPRMAL;0700;ERS
IPRMAN;0330;ERS
IPRMBC;0330;ERS
IPRMCB;0730;ERS
IPRMCO;0730;ERS
IPRMON;0330;ERS
IPRMRL;0330;ERS
IPRMUL;0330;ERS
IPRMXX;0700;ERS
IPRNUB;0300;ERS
IPROPH;0600;ERS
IPROPM;0600;ERS
IPROPO;0600;ERS
IPROSM;0700;ERS
IPROXE;0700;ERS
IPRRTV;0730;ERS
IPRSAL;0700;ERS
IPRSML;0700;ERS
IPRSXN;0700;ERS
IPRSXX;0700;ERS
IQCFTH;0100;GPBL
IQLFTH;0200;GPBL
IU1FTH;0730;ERS
IU1OPO;0730;ERS
IU2FTH;0400;ERS
IU2OPO;0730;ERS
JROFTH;0200;ERS
LMCDSL;0130;GPBL
LMCFTH;0200;GPBL
LMCIPM;0130;GPBL
LMCMIG;0130;GPBL
LMCNNU;0100;GPBL
LMCVNN;0100;GPBL
LMCVSL;0100;GPBL
LMLDSL;0300;ERS
LMLFTH;0300;GPBL
LMLIPM;0300;GPBL
LMLIPV;0300;ERS
LMLNNU;0300;ERS
LMLTEP;0200;GPBL
LMLVID;0300;GPBL
LMLVNN;0300;GPBL
LMLVPM;0300;GPBL
LMLVSL;0300;GPBL
LNCFUS;0800;GPBL
LPCFTH;0200;GPBL
LPLFTH;0330;GPBL
M02ANU;0030;GPBL
M02DEG;0030;GPBL
M02DGT;0030;GPBL
M02DSL;0030;GPBL
M02DTP;0030;GPBL
M02IPM;0030;GPBL
M02VNU;0030;GPBL
M02VSL;0030;GPBL
MDIANU;0100;GPBL
MDIDEG;0100;GPBL
MDIDSL;0100;GPBL
MDINUB;0100;GPBL
MDITEL;0100;GPBL
MDIVGA;0100;GPBL
MDIVGN;0100;GPBL
MDIVNU;0100;GPBL
MDIVSL;0100;GPBL
MGRANU;0030;GPBL
MGRDEG;0030;GPBL
MGRDGT;0030;GPBL
MGRDSL;0030;GPBL
MGRDTP;0030;GPBL
MGRPUB;0030;GPBL
MGRVSL;0030;GPBL
MI2FTH;0400;ERS
MITDEG;0100;GPBL
MITDSL;0100;GPBL
MITFTH;0130;ERS
MITLLS;0100;ERS
MITNUB;0100;GPBL
MITPBX;0230;ERS
MITPUB;0100;GPBL
MITTEL;0100;GPBL
MITVSL;0100;GPBL
MMDANU;0030;GPBL
MMDDEG;0030;GPBL
MMDDGT;0030;GPBL
MMDDSL;0030;GPBL
MMDDTP;0030;GPBL
MMDIPM;0030;GPBL
MMDNNU;0030;GPBL
MMDNUB;0030;GPBL
MMDTEL;0030;GPBL
MMDVGA;0030;GPBL
MMDVGT;0030;GPBL
MMDVNN;0030;GPBL
MMDVSL;0030;GPBL
MODPUB;0200;GPBL
MOMPUB;0130;GPBL
MREDEG;0030;GPBL
MREDGT;0030;GPBL
MSHDGT;0200;GPBL
MSRANU;0100;GPBL
MSRDEG;0100;GPBL
MSRDSL;0100;GPBL
MSRNUB;0100;GPBL
MSRTEL;0100;GPBL
MSRVGA;0100;GPBL
MSRVGN;0100;GPBL
MSRVNU;0100;GPBL
MSRVSL;0100;GPBL
MT2CSN;0030;GPBL
MT2URA;0030;GPBL
MTRANU;0100;GPBL
MTRDEG;0100;GPBL
MTRDSL;0100;GPBL
MTRNUB;0100;GPBL
MTRTEL;0100;GPBL
MTRVGA;0100;GPBL
MTRVGN;0100;GPBL
MTRVNU;0100;GPBL
MTRVSL;0100;GPBL
MUMLLS;0400;ERS
MUMRTN;0400;ERS
ONTFTH;0100;GPBL
ORTRLO;0200;GPBL
OSMDSL;0200;ERS
OSMIPM;0200;ERS
OSMIPW;0200;ERS
OSMLLS;0200;ERS
OSMNUB;0200;ERS
OSMPBX;0230;ERS
OSMTEL;0200;ERS
OSMTSL;0200;ERS
PARDSL;0130;GPBL
PARFTH;0700;GPBL
PARVSL;0700;GPBL
PAUDSL;0130;ERS
PAUNUB;0130;ERS
PAUNUP;0130;ERS
PAUPUB;0130;GPBL
PAUTEL;0130;ERS
PAUVGA;0130;GPBL
PAUVSL;0130;GPBL
PAVFTH;0200;GPBL
PAXPBX;0200;ERS
PBRANU;0130;GPBL
PBRDSL;0130;GPBL
PBRFTH;0200;GPBL
PBRLLS;0130;ERS
PBRNNU;0130;GPBL
PBRNUB;0130;GPBL
PBRNUP;0130;ERS
PBRPUB;0130;GPBL
PBRTEL;0130;GPBL
PBRVGT;0130;GPBL
PBRVNN;0130;GPBL
PBRVSL;0130;GPBL
PCCANU;0200;GPBL
PCCDEG;0200;GPBL
PCCDGT;0200;GPBL
PCCDSL;0200;GPBL
PCCVNU;0200;GPBL
PCCVSL;0200;GPBL
PCGDGT;0230;GPBL
PCORLO;0030;GPBL
PEQ2MB;0100;ERS
PEQACT;0130;ERS
PEQADR;0500;ERS
PEQATM;0100;ERS
PEQAXE;0100;ERS
PEQBAT;0200;ERS
PEQCAL;0230;ERS
PEQDSL;0100;ERS
PEQE10;0100;ERS
PEQEAS;0200;ERS
PEQECU;0200;ERS
PEQFHZ;0100;ERS
PEQLAN;0200;ERS
PEQLLS;0100;ERS
PEQLTE;0130;ERS
PEQMOB;0130;ERS
PEQMOH;0130;ERS
PEQMT2;0100;ERS
PEQNRJ;0100;ERS
PEQPCO;0100;ERS
PEQPDH;0100;ERS
PEQPUB;0400;GPBL
PEQRAD;0100;ERS
PEQRHN;0300;ERS
PEQRTN;0100;ERS
PEQSAT;0100;ERS
PEQSCI;0200;ERS
PEQSDH;0100;ERS
PEQSSM;0100;ERS
PEQTHD;0100;ERS
PEQURA;0100;ERS
PEQVID;0100;ERS
PEQVSL;0100;ERS
PEQX25;0200;ERS
PERFTH;0400;GPBL
PFCDSL;0130;GPBL
PFCNNU;0130;GPBL
PFCVNN;0130;GPBL
PFCVSL;0130;GPBL
PFEDSL;0230;GPBL
PFEFTH;0230;GPBL
PFENNU;0230;GPBL
PFEVNN;0230;GPBL
PFEVSL;0230;GPBL
PFGDGT;0230;GPBL
PFOANU;0200;GPBL
PFODEG;0200;GPBL
PFODGT;0200;GPBL
PFODSL;0200;GPBL
PFOVNU;0200;GPBL
PFOVSL;0200;GPBL
PHSGCI;0400;GPBL
PHSRLO;0400;GPBL
PIFACT;0400;ERS
PIFATM;0500;ERS
PIFAXE;0500;ERS
PIFCLI;0500;ERS
PIFDSL;0500;ERS
PIFE10;0500;ERS
PIFECU;0500;ERS
PIFFHZ;0500;ERS
PIFGPR;0500;ERS
PIFMT2;0500;ERS
PIFNRJ;0500;ERS
PIFPCO;0500;ERS
PIFPDH;0500;ERS
PIFRHN;0400;ERS
PIFRTN;0500;ERS
PIFSAT;0500;ERS
PIFSDH;0500;ERS
PIFSSM;0500;ERS
PIFURA;0500;ERS
PIFVID;0500;ERS
PIQGCI;0400;GPBL
PIQRLO;0400;GPBL
PITANU;0130;GPBL
PITDEG;0130;GPBL
PITDGO;0130;GPBL
PITDGT;0130;GPBL
PITDSL;0130;GPBL
PITFTH;0130;GPBL
PITLLS;0130;ERS
PITNNU;0130;GPBL
PITNUB;0130;GPBL
PITNUP;0130;ERS
PITPBX;0230;ERS
PITPUB;0130;GPBL
PITTEL;0130;GPBL
PITVGA;0130;GPBL
PITVGN;0130;GPBL
PITVGT;0130;GPBL
PITVNU;0130;GPBL
PITVSL;0130;GPBL
PIVDSL;0130;GPBL
PLGATM;0100;ERS
PLGAXE;0100;ERS
PLGBAT;0100;ERS
PLGCDA;0400;GPBL
PLGCDS;0400;GPBL
PLGCLI;0130;ERS
PLGCNS;0400;GPBL
PLGCTA;0400;GPBL
PLGCTS;0400;GPBL
PLGDSL;0100;ERS
PLGE10;0100;ERS
PLGEAC;0400;GPBL
PLGFOA;0400;GPBL
PLGFOP;0230;ERS
PLGFOS;0400;GPBL
PLGFTH;0400;GPBL
PLGGPR;0130;ERS
PLGMOB;0130;ERS
PLGMOH;0130;ERS
PLGMT2;0100;ERS
PLGNRJ;0130;ERS
PLGPCO;0100;ERS
PLGPOT;0400;GPBL
PLGPSU;0400;ERS
PLGRAD;0100;ERS
PLGRHN;0300;ERS
PLGRTN;0100;ERS
PLGSAT;0100;ERS
PLGSCI;0130;ERS
PLGSDH;0100;ERS
PLGSSM;0100;ERS
PLGTHD;0200;ERS
PLGURA;0100;ERS
PLIANU;0130;GPBL
PLIDEG;0130;GPBL
PLIDGT;0130;GPBL
PLIDSL;0130;GPBL
PLIFTH;0200;GPBL
PLILLS;0130;ERS
PLILTX;0130;GPBL
PLINNU;0130;GPBL
PLINUB;0130;GPBL
PLINUP;0130;ERS
PLIPBX;0230;ERS
PLIPUB;0130;GPBL
PLITEL;0130;GPBL
PLIVGA;0130;GPBL
PLIVGN;0130;GPBL
PLIVGT;0130;GPBL
PLIVNN;0130;GPBL
PLIVNU;0130;GPBL
PLIVSL;0130;GPBL
PLOAXE;0200;ERS
PLOCDA;0530;GPBL
PLOCDS;0530;GPBL
PLOCLI;0300;ERS
PLOCNA;0530;GPBL
PLOCNS;0530;GPBL
PLOCTA;0530;GPBL
PLOCTS;0530;GPBL
PLOCUD;0530;GPBL
PLOCUT;0530;GPBL
PLODSL;0400;ERS
PLOEAC;0530;GPBL
PLOFHZ;0300;ERS
PLOFOA;0530;GPBL
PLOFOP;0400;ERS
PLOFOS;0530;GPBL
PLOFTH;0530;GPBL
PLOGCI;0530;GPBL
PLOMOB;0330;ERS
PLOMT2;0200;ERS
PLONRJ;0300;ERS
PLOPOT;0530;GPBL
PLOPSU;0530;GPBL
PLORHN;0400;ERS
PLOSAT;0300;ERS
PLOSCI;0300;ERS
PLOSDH;0200;ERS
PLOSSM;0300;ERS
PMOPUB;0130;GPBL
PMSDSL;0130;GPBL
PMSFTH;0200;GPBL
PMSHDG;0130;GPBL
PMSNNU;0130;GPBL
PMSVNN;0130;GPBL
PMSVSL;0130;GPBL
POADSL;0130;GPBL
POANNU;0130;GPBL
POAVSL;0130;GPBL
POCFTH;0100;GPBL
PPCANU;0200;GPBL
PPCDGT;0200;GPBL
PPCVNU;0200;GPBL
PQSGCI;0400;GPBL
PQSRLO;0400;GPBL
PREANU;0100;GPBL
PREDEG;0100;GPBL
PREDGT;0100;GPBL
PREDSL;0130;GPBL
PRELLS;0130;ERS
PRENNU;0130;GPBL
PRENUB;0130;GPBL
PRENUP;0130;ERS
PREPUB;0130;GPBL
PRETEL;0130;GPBL
PREVGA;0100;GPBL
PREVGN;0100;GPBL
PREVGT;0100;GPBL
PREVNU;0030;GPBL
PREVSL;0030;GPBL
PRVBIV;0200;ERS
PRVFTH;0200;ERS
PTLCDA;0230;GPBL
PTLCDS;0230;GPBL
PTLCTA;0230;GPBL
PTLCTS;0230;GPBL
PTLEAC;0230;GPBL
PTLPOT;0230;GPBL
PTOCDA;0730;GPBL
PTOCDS;0730;GPBL
PTOCNS;0730;GPBL
PTOCTA;0730;GPBL
PTOCTS;0730;GPBL
PTOEAC;0730;GPBL
PTOFOA;0730;GPBL
PTOFOS;0730;GPBL
PTOFTH;0730;GPBL
PTOPOT;0730;GPBL
PTOPSU;0730;GPBL
PTVDSL;0200;GPBL
PUCPUB;0130;GPBL
PUIGCI;0400;GPBL
PUIPUB;0130;GPBL
PUIRLO;0400;GPBL
PWODSL;0200;GPBL
PWONUB;0200;GPBL
QRLCDA;0400;GPBL
QRLDSL;0100;GPBL
QRLFTH;0200;GPBL
QRLGCI;0400;GPBL
QRLLLS;0100;ERS
QRLNUB;0100;GPBL
QRLNUP;0100;ERS
QRLPUB;0100;GPBL
QRLRLO;0400;GPBL
QRLTEL;0100;GPBL
QRLVSL;0100;GPBL
R02ANU;0030;GPBL
R02DEG;0030;GPBL
R02DGT;0030;GPBL
R02DSL;0030;GPBL
R02DTP;0030;GPBL
R02IPM;0030;GPBL
R02NNU;0030;GPBL
R02NUB;0030;GPBL
R02PUB;0030;GPBL
R02TEL;0030;GPBL
R02VGA;0030;GPBL
R02VGN;0030;GPBL
R02VGT;0030;GPBL
R02VNN;0030;GPBL
R02VNU;0030;GPBL
R02VSL;0030;GPBL
R03ANU;0100;GPBL
R03DEG;0100;GPBL
R03DGT;0100;GPBL
R03DSL;0100;GPBL
R03DTP;0100;GPBL
R03IPM;0100;GPBL
R03NNU;0100;GPBL
R03NUB;0100;GPBL
R03PUB;0100;GPBL
R03TEL;0100;GPBL
R03VGA;0100;GPBL
R03VGN;0100;GPBL
R03VGT;0100;GPBL
R03VNN;0100;GPBL
R03VNU;0100;GPBL
R03VSL;0100;GPBL
R04ANU;0100;GPBL
R04DGT;0100;GPBL
R04DSL;0130;GPBL
R04NNU;0100;GPBL
R04NUB;0100;GPBL
R04PUB;0100;GPBL
R04TEL;0100;GPBL
R04VGA;0100;GPBL
R04VGN;0100;GPBL
R04VGT;0100;GPBL
R04VNN;0100;GPBL
R10ANU;0200;GPBL
R10DEG;0200;GPBL
R10DGT;0200;GPBL
R10DSL;0200;GPBL
R10LLS;0200;ERS
R10NNU;0200;GPBL
R10NUB;0200;GPBL
R10NUP;0200;ERS
R10PUB;0200;GPBL
R10TEL;0200;GPBL
R10VGA;0200;GPBL
R10VGN;0200;GPBL
R10VGT;0200;GPBL
R10VNN;0200;GPBL
R10VNU;0200;GPBL
R10VSL;0200;GPBL
R36TEL;0200;GPBL
RACLLS;0300;ERS
RACNUB;0300;GPBL
RACNUP;0300;ERS
RADGCI;0400;GPBL
RBLCUD;0400;GPBL
RBLCUN;0400;GPBL
RBLCUT;0400;GPBL
RBLEAC;0400;GPBL
RBLFOP;0400;GPBL
RBLFTH;0400;GPBL
RBLGCI;0400;GPBL
RBLPOT;0400;GPBL
RCPDSL;0100;ERS
RCPLLS;0100;ERS
RCPNUB;0100;ERS
RCPNUP;0100;ERS
RCPPBX;0100;ERS
RCPPIT;0100;ERS
RCPRLE;0100;ERS
RCPTEL;0100;ERS
READSL;0200;GPBL
REALLS;0200;ERS
REANUB;0200;GPBL
REANUP;0200;ERS
REATEL;0200;GPBL
REATHD;0200;ERS
REATSL;0200;ERS
REPBIV;0400;ERS
REPEVP;0300;ERS
REPFUS;0800;ERS
REPIPM;0300;ERS
REPOPM;0600;ERS
REPOPO;0400;ERS
REQDSL;0200;GPBL
REQIPS;0200;GPBL
REQLLS;0200;ERS
REQNUP;0200;ERS
REQPBX;0200;ERS
REQPUB;0400;GPBL
REQTEL;0200;GPBL
REQTSL;0200;ERS
RGPPBX;0730;ERS
RLGCDA;0400;GPBL
RLGCDS;0400;GPBL
RLGCNA;0400;GPBL
RLGCNS;0400;GPBL
RLGCTA;0400;GPBL
RLGCTS;0400;GPBL
RLGEAC;0400;GPBL
RLGFIM;0400;GPBL
RLGFOA;0400;GPBL
RLGFOS;0400;GPBL
RLGFTH;0400;GPBL
RLGGAF;0400;GPBL
RLGGCI;0400;GPBL
RLGGRO;0400;GPBL
RLGPOT;0400;GPBL
RLGPSU;0400;GPBL
RLGPUB;0400;GPBL
RLOCDA;0530;GPBL
RLOCDS;0530;GPBL
RLOCNA;0530;GPBL
RLOCNS;0530;GPBL
RLOCTA;0530;GPBL
RLOCTS;0530;GPBL
RLOEAC;0530;GPBL
RLOFOA;0530;GPBL
RLOFOS;0530;GPBL
RLOFTH;0730;GPBL
RLOGAC;0530;GPBL
RLOGCI;0530;GPBL
RLOPOT;0530;GPBL
RLOPSU;0530;GPBL
RMAIPV;0600;ERS
RMAVID;0300;GPBL
RREDEG;0030;GPBL
RREDGT;0030;GPBL
RREDSL;0030;GPBL
RREIPM;0030;GPBL
RRETEL;0030;GPBL
RREVGA;0030;GPBL
RTLCDA;0230;GPBL
RTLCDS;0230;GPBL
RTLCTA;0230;GPBL
RTLCTS;0230;GPBL
RTLFOS;0230;GPBL
RTOCDA;0730;GPBL
RTOCDS;0730;GPBL
RTOCNA;0730;GPBL
RTOCNS;0730;GPBL
RTOCTA;0730;GPBL
RTOCTS;0730;GPBL
RTOEAC;0730;GPBL
RTOFOA;0730;GPBL
RTOFOS;0730;GPBL
RTOFTH;0730;GPBL
RTOGCI;0730;GPBL
RTOPSU;0730;GPBL
S02ANU;0030;GPBL
S02DEG;0030;GPBL
S02DSL;0030;GPBL
S02IPM;0030;GPBL
S02NNU;0030;GPBL
S02VNN;0030;GPBL
S02VSL;0030;GPBL
SAPDSL;0400;GPBL
SAPFTH;0400;GPBL
SAPMBP;0400;GPBL
SAPVSL;0400;GPBL
SREANU;0030;GPBL
SREDEG;0030;GPBL
SREDSL;0030;GPBL
SREIPM;0030;GPBL
SRENNU;0030;GPBL
SREVNN;0030;GPBL
SUPDSL;0200;GPBL
SUPIPM;0200;ERS
SUPLLS;0200;ERS
SUPNUB;0200;GPBL
SUPNUP;0200;ERS
SUPPBX;0200;ERS
SUPSIP;0200;ERS
SUPTSL;0200;ERS
SVIDGT;0200;GPBL
TESDSL;0100;ERS
TESNUB;0100;ERS
TESPBX;0100;ERS
TESTEL;0100;GPBL
TLOCDA;0130;GPBL
TLOCDS;0130;GPBL
TLOCNS;0130;GPBL
TLOCTA;0130;GPBL
TLOCTS;0130;GPBL
TLOEAC;0130;GPBL
TLOFOA;0130;GPBL
TLOFOS;0130;GPBL
TLOGCI;0130;GPBL
TLOPOT;0130;GPBL
TLOPSU;0130;GPBL
TPODSL;0230;GPBL
TPOIPM;0230;ERS
TPONUB;0230;GPBL
TPOTEL;0230;GPBL
TREANU;0030;GPBL
TREDEG;0030;GPBL
TREDGT;0030;GPBL
TREDSL;0030;GPBL
TREIPM;0030;ERS
TRENNU;0030;GPBL
TRENUB;0030;GPBL
TRENUP;0030;ERS
TREPUB;0030;GPBL
TRETEL;0030;GPBL
TREVGA;0030;GPBL
TREVGN;0030;GPBL
TREVGT;0030;GPBL
TREVNN;0030;GPBL
TREVNU;0030;GPBL
TREVSL;0030;GPBL
TVXJRT;0200;GPBL
VCLRLO;0400;GPBL
VLIDEG;0100;GPBL
VLIDSL;0100;GPBL
VLIFTH;0100;GPBL
VLINNU;0100;GPBL
VLINUB;0100;GPBL
VLITEL;0100;GPBL
VLIVGA;0100;GPBL
VLIVSL;0100;GPBL
VLIVSN;0100;GPBL
VQSBEB;0400;GPBL
VQSCEM;0400;GPBL
VQSERS;0300;GPBL
VQSFOP;0400;GPBL
VQSPOT;0300;GPBL
VQSPSU;0300;GPBL
VQSVCA;0300;GPBL
VQSVCL;0200;GPBL
VQSVGC;0400;GPBL
VQSVTI;0200;GPBL
VQSVTT;0400;GPBL
VRFVCC;0230;GPBL
VRFVCL;0130;GPBL
VRFVRE;0130;GPBL
